Place,City,Country,Continent,Visitors_per_year_millions,Average_Spend_USD,Rating,Historical_Significance,Popular_Season,World_Ranking
Taj Mahal,Anaheim,Greece,Asia,60.04946921077148,2817.5834739561146,1.4872669369980382,False,Winter,567
Disneyland,Paris,Peru,North America,33.00964535152329,817.0920877444346,4.768257394053873,False,Summer,74
Eiffel Tower,Anaheim,USA,Europe,26.252716010520576,2254.512590413614,3.254772433155065,False,Fall,912
Niagara Falls,Paris,Canada,North America,87.09739323941504,1026.5283967412802,2.451373142843116,True,Spring,707
Machu Picchu,Anaheim,France,Asia,44.54278845420212,2563.6581112506715,4.656599641791366,False,Spring,324
Louvre Museum,Santorini,China,Europe,53.58149338449881,2380.5298120750967,3.696636396649018,True,Fall,541
Great Wall of China,Paris,Italy,Asia,89.97130646266633,411.9351495713673,1.8640308525741496,True,Fall,889
Santorini,Anaheim,Canada,North America,26.338354183330758,4642.671570449462,2.739270278031728,True,Summer,470
Colosseum,Beijing,Peru,Europe,73.45244775497912,333.8075576886535,4.685914404280057,True,Spring,794
Machu Picchu,Agra,China,North America,70.17889106056033,352.06093192817974,3.015026970950098,False,Spring,403
Eiffel Tower,Rome,India,Europe,33.032290436453536,3003.878317416972,4.91891347943446,False,Winter,822
Niagara Falls,Agra,USA,Europe,82.67108722158018,4476.935710022621,1.1382350345468084,False,Summer,743
Colosseum,Agra,France,Asia,79.13674452246386,2229.4470558456214,4.793671625674788,True,Spring,752
Santorini,Paris,USA,Europe,42.65119712692675,3902.559753961643,2.4782452571727367,False,Winter,920
Eiffel Tower,Cusco,Greece,Europe,75.6437264688896,2478.500520030405,2.817313749793444,True,Fall,488
Santorini,Santorini,Greece,North America,76.01050085122172,1286.036873141781,1.3612990587110425,False,Summer,858
Taj Mahal,Cusco,France,Europe,36.31950123390038,4790.4626194667035,2.3376647832329724,False,Spring,193
Great Wall of China,Cusco,Peru,Europe,39.12460321231155,4237.08877475369,1.1409219975266764,False,Fall,551
Machu Picchu,Anaheim,USA,North America,92.03533620065272,970.4330784640345,4.060756733784365,False,Fall,433
Disneyland,Santorini,India,Europe,68.81201322474733,3797.2646015620276,4.473998010147449,False,Fall,516
Santorini,Paris,Canada,Asia,15.224661203063812,1720.209589287007,3.633498573190281,False,Spring,475
Niagara Falls,Paris,China,Asia,8.801685350106098,4008.5368530016776,2.298570760304148,False,Fall,568
Taj Mahal,Cusco,Greece,North America,14.186230698464518,3688.3486686767274,3.0356554127056254,False,Summer,589
Santorini,Santorini,India,North America,63.41204558445274,2276.999765419595,2.823626549352937,False,Fall,131
Great Wall of China,Agra,China,South America,61.15547027235735,4839.270950431343,1.3216428931124042,False,Summer,891
Colosseum,Paris,Greece,Europe,91.66242383506449,1629.252612655043,2.9545245486566305,False,Summer,409
Disneyland,Paris,France,North America,52.60597274081891,4432.057084713717,1.0324035531219455,True,Winter,86
Eiffel Tower,Agra,Italy,Europe,96.96942688743107,4118.913337959426,3.8706440813812226,True,Fall,685
Machu Picchu,Santorini,Peru,North America,33.516543467928486,3236.9468727989383,4.00222379779402,True,Summer,651
Niagara Falls,Santorini,India,North America,87.44918685871845,3791.4225186184817,4.789337042805266,False,Spring,735
Disneyland,Ontario,India,Europe,50.74848993381397,1387.3748179772872,3.5994076283031906,True,Spring,229
Louvre Museum,New York,France,Asia,30.273255307167275,1727.429432546823,1.2766687310838631,False,Spring,793
Taj Mahal,Anaheim,India,Asia,48.20444490249324,820.7612108780575,2.802974457938833,False,Winter,599
Statue of Liberty,Anaheim,France,Europe,6.075783418037335,1749.0266752101272,2.225489926137475,True,Fall,564
Disneyland,Rome,Italy,Europe,16.938464500298043,3243.693118565316,4.191897242497104,False,Fall,885
Eiffel Tower,Beijing,France,Asia,80.25714114701245,2133.1477005444203,3.9289131212317705,False,Spring,381
Taj Mahal,Anaheim,Italy,Asia,95.4939780018986,2961.728818024871,2.4256908983543344,True,Summer,505
Statue of Liberty,Rome,India,North America,34.57229480298314,3331.639694086987,1.1249601408463876,False,Fall,473
Eiffel Tower,Anaheim,Peru,South America,91.88193468330861,3467.164833354318,4.91952994879453,True,Fall,212
Louvre Museum,New York,France,Europe,77.10271664663392,1600.0438736654883,3.777988734281661,True,Winter,685
Louvre Museum,Santorini,USA,Europe,38.67148438396342,1467.0464614541638,3.532372540420504,True,Winter,311
Colosseum,Ontario,USA,North America,5.004104670276675,141.14505676866006,3.0837043804418323,False,Fall,159
Machu Picchu,Agra,France,South America,65.49453681169628,232.0917098175606,3.4920302485900736,False,Summer,513
Santorini,Agra,France,Asia,29.708868197375843,1846.9868135637385,1.9548060838732488,True,Spring,150
Machu Picchu,Ontario,France,North America,16.027195451292364,4892.10456832957,4.6717518124633255,False,Summer,173
Colosseum,Paris,France,Europe,2.238042940294753,1557.2542187091133,4.761690656968751,False,Spring,747
Great Wall of China,Rome,Canada,North America,28.15998577183038,650.8733907575997,3.271665289295556,True,Fall,994
Statue of Liberty,Cusco,Greece,North America,31.356943293269367,1051.4731592021692,2.961806713876748,True,Spring,119
Disneyland,Ontario,Greece,Europe,97.89381990669753,1822.8953180160606,3.752335458541388,False,Spring,287
Machu Picchu,Beijing,USA,North America,94.44130905193363,1541.2465797633765,1.606930410337514,True,Spring,197
Taj Mahal,Rome,India,Asia,22.350786609352998,2073.4163821948937,2.5228442028475295,False,Spring,22
Eiffel Tower,New York,China,North America,67.21593834276665,1529.5707108061968,2.474674355666008,False,Fall,322
Louvre Museum,Beijing,Greece,North America,78.19890230335506,1101.1574249024845,4.916726465651969,False,Summer,755
Taj Mahal,Agra,France,Asia,45.29572284479635,1793.2364533898417,1.5721213606271944,False,Spring,148
Eiffel Tower,Ontario,France,Europe,48.65554480444005,3716.0766176947445,2.937491850864983,True,Spring,591
Statue of Liberty,Rome,China,North America,67.06883513515083,3524.597638329813,3.17094800629252,False,Spring,591
Great Wall of China,Cusco,France,North America,80.08163036365993,4976.916950325737,1.6552704499589144,True,Fall,568
Santorini,Beijing,France,North America,70.57369113353114,1799.52064827191,2.5734586030135116,False,Fall,641
Great Wall of China,Santorini,Greece,North America,20.208198754653658,913.5125434050348,2.224360818336827,True,Fall,303
Santorini,Paris,Canada,North America,36.355336215258724,339.2748723882957,3.994849923418031,True,Fall,852
Statue of Liberty,Beijing,Greece,North America,28.757523064075006,1919.479200046172,3.718028475912555,True,Summer,358
Colosseum,Paris,Canada,Europe,66.86660815975519,906.5031734477875,2.664670003420169,False,Summer,142
Great Wall of China,Anaheim,Italy,North America,54.29168350021848,1955.3165068758171,3.043945165672191,True,Spring,304
Eiffel Tower,Rome,France,Asia,11.087490353248278,2569.5687473734865,2.7444547089252302,False,Summer,676
Colosseum,New York,Canada,Europe,40.047598286613315,1835.4783976085796,4.648730009554146,False,Spring,415
Niagara Falls,Santorini,USA,North America,94.69844356740575,3615.879280241826,1.8653798383168816,True,Summer,508
Great Wall of China,Beijing,USA,North America,12.999841165704957,1368.4484272098837,3.9820081644199607,False,Winter,954
Taj Mahal,Beijing,Greece,Europe,52.236682462854844,714.0506660314849,3.347148897773564,True,Spring,249
Machu Picchu,Beijing,India,South America,7.506382609893812,4685.787740264444,4.299962960904624,False,Summer,178
Santorini,Agra,Italy,South America,90.5476334373725,1149.5715801552783,1.8973918632439828,False,Spring,731
Santorini,Paris,Canada,Asia,39.526415853766935,3169.5369944020467,3.2649883208822805,False,Summer,543
Louvre Museum,Beijing,USA,Europe,46.38062261659382,398.9660441822361,4.225703886743224,False,Spring,596
Taj Mahal,Agra,Peru,Europe,53.39107085318258,3159.3028487975166,3.1755607606669543,False,Fall,505
Niagara Falls,Cusco,France,Europe,70.62609924474812,499.912975947954,1.8801609525616327,False,Winter,270
Colosseum,Beijing,China,Asia,17.940851690015258,3455.792304545433,1.8760362708002951,True,Spring,468
Eiffel Tower,Cusco,Italy,Europe,10.962613635143637,2740.5005234939144,2.9812124616561073,False,Fall,656
Colosseum,Paris,Greece,Europe,71.86464318444592,1681.5635598607794,4.495922231549503,True,Summer,841
Colosseum,Paris,USA,Europe,14.45901229423833,3899.444827134512,3.6609892181818586,False,Summer,872
Machu Picchu,Paris,France,South America,76.14259808334398,3870.2145666888664,2.62037574038083,False,Spring,649
Niagara Falls,Beijing,Italy,Europe,77.47197351675064,1452.0440283224925,4.300027610915393,True,Spring,234
Colosseum,Rome,China,North America,78.54573218824896,3731.0246956626797,2.9397116573305055,False,Summer,595
Santorini,New York,Italy,Asia,43.68861667713412,4109.033038808006,2.3597132681496094,True,Spring,465
Eiffel Tower,Beijing,USA,Europe,77.42625806328222,746.6676161871403,1.0420224933328393,True,Summer,974
Machu Picchu,Paris,Greece,Europe,99.09826220934514,4745.835327229106,1.902978838665926,False,Spring,549
Taj Mahal,Rome,China,Europe,71.67040112713558,2479.919787506496,4.221693489558603,True,Spring,261
Eiffel Tower,Cusco,Italy,Asia,82.0084538066496,415.95276203530636,2.775854874782655,False,Spring,956
Colosseum,Beijing,USA,North America,4.349426186064651,4762.331458309441,1.316005421067576,True,Fall,672
Colosseum,Beijing,Canada,Europe,44.869402967579504,4947.089078278617,2.7392852596137702,False,Summer,756
Colosseum,Ontario,Italy,South America,48.38030410540166,915.119479642659,1.0426822283783599,False,Summer,339
Santorini,Agra,France,Europe,5.940027409043994,952.7365371571468,1.2542839721066383,True,Fall,446
Machu Picchu,Cusco,Greece,North America,89.8397724305102,2026.5293858448547,3.044044185303816,False,Spring,278
Great Wall of China,Ontario,China,North America,23.786852269339434,4856.373166766346,4.657013445248918,True,Fall,445
Machu Picchu,Paris,USA,Europe,79.23184911595732,3110.5662488917224,1.909076974374583,True,Spring,682
Great Wall of China,Anaheim,France,North America,59.46263286015026,4360.168366692325,4.201152264936502,False,Winter,734
Colosseum,Beijing,France,North America,60.40912600752188,972.3080813400197,4.368490417888782,True,Summer,988
Disneyland,Agra,India,Asia,66.56966467386688,2216.578865415037,4.080990617386152,False,Spring,429
Colosseum,Beijing,Peru,Asia,45.01109219404146,4521.09123426676,3.219000772837983,True,Summer,236
Great Wall of China,Ontario,USA,Europe,66.58405361203026,1784.6990208448121,2.8655695411770696,False,Summer,53
Niagara Falls,Cusco,Peru,North America,77.45060720133705,3659.0760108709187,2.4799986403934255,True,Summer,144
Great Wall of China,Beijing,Italy,Europe,4.094145433072055,3733.4840482096884,2.09530705760505,True,Spring,136
Santorini,Paris,Canada,Europe,42.379567036074754,531.787792282636,4.143757614141776,True,Summer,73
Eiffel Tower,Paris,Italy,Europe,13.57852656531078,2951.833620183505,1.9532299615442774,False,Summer,642
Disneyland,New York,Peru,Europe,23.350519900998524,2653.3600717314084,4.5824020442458835,False,Summer,323
Louvre Museum,Agra,France,North America,69.73168399783026,2997.5010078219116,2.6663080637899563,True,Summer,525
Eiffel Tower,Paris,Italy,Europe,79.77364509251474,1945.8156695543028,3.876905012686689,False,Summer,201
Colosseum,Beijing,Canada,Asia,92.94729352283134,2758.131878831645,1.9905147968504155,True,Spring,483
Taj Mahal,Paris,Greece,Asia,98.73136615701378,2472.4831659601036,3.499905577041708,True,Summer,888
Colosseum,Agra,France,North America,17.374212504203307,4256.330792328054,2.40461578624171,False,Winter,946
Taj Mahal,Cusco,USA,Europe,50.40471441413671,2784.326452452976,2.6056557663076476,True,Spring,248
Disneyland,Beijing,India,Europe,72.42280549298721,2397.493751817056,4.1677586599118275,False,Spring,752
Great Wall of China,Paris,Greece,Europe,22.765769335452372,1381.4974028303993,1.5867786005708235,True,Spring,612
Eiffel Tower,Anaheim,Greece,North America,65.09102286727546,3420.8987748472014,1.296788102562918,True,Spring,294
Eiffel Tower,Beijing,Peru,North America,97.57438824181699,4796.449536065917,3.507588180089253,False,Fall,271
Statue of Liberty,Agra,USA,Europe,13.799689771908168,1735.7180315293363,3.6378913206859984,True,Spring,82
Taj Mahal,Paris,Canada,North America,17.538787610786656,3925.7203537358655,1.84487093986858,False,Summer,572
Great Wall of China,Ontario,Greece,Europe,89.74516952847895,1052.2926731227922,1.0131316956091059,True,Spring,267
Louvre Museum,Anaheim,France,Europe,62.772035080120006,2709.2327619536113,3.6736697063534756,False,Winter,932
Eiffel Tower,Santorini,Greece,Europe,15.278513828737802,390.4183546633021,4.807179702145868,False,Summer,280
Eiffel Tower,Agra,France,Asia,76.05689113298351,2634.382983215851,3.9378476954292623,True,Spring,617
Colosseum,Rome,Canada,North America,69.12175058496959,1046.7908172414197,4.671348868861514,True,Spring,646
Taj Mahal,Ontario,Greece,Europe,8.79559250153504,4582.972902457173,2.939967903042078,False,Fall,730
Machu Picchu,Paris,USA,North America,50.28437080085727,3472.365163461533,3.7155083205767,False,Summer,66
Taj Mahal,Anaheim,France,Europe,31.58599285622858,1121.076123404085,2.1972420483487842,True,Fall,221
Machu Picchu,Santorini,France,Europe,68.54929474305004,2473.665738274249,3.5082903236533034,True,Fall,108
Colosseum,Santorini,France,South America,10.43269868084403,3515.369802713171,4.652616573043011,False,Spring,750
Disneyland,Beijing,Italy,Europe,17.184167442413777,1894.911175884537,1.561308155368549,False,Summer,72
Santorini,Paris,Peru,Europe,63.8761242363228,1113.498904063397,3.9284783336526417,True,Spring,877
Niagara Falls,Agra,India,Asia,71.05935463274702,330.26270412603594,3.365155810671257,True,Fall,754
Disneyland,Paris,China,Europe,12.28734076874272,2092.5695568978845,1.2088677492373034,False,Summer,334
Taj Mahal,Paris,France,Europe,88.79969478837916,1467.4203770964546,4.88570292979633,True,Spring,923
Colosseum,New York,USA,North America,56.67789995833501,4012.2695697674117,2.755094840520436,True,Summer,355
Taj Mahal,Ontario,Canada,Asia,66.36011365855268,1259.8487500109734,2.4947892057578334,True,Summer,290
Machu Picchu,Cusco,Peru,Asia,68.2764032064506,1122.6108806873103,2.6276681802812045,False,Spring,169
Taj Mahal,Paris,Greece,North America,17.144623710881778,1883.0188614918936,4.495570360929881,True,Fall,665
Louvre Museum,New York,Peru,South America,5.072741943123475,4956.83356861696,2.1690154628978164,True,Summer,357
Great Wall of China,Paris,China,Asia,10.80393727855403,4599.826227356993,1.0682046888765253,True,Summer,112
Taj Mahal,Ontario,India,Asia,32.787489901506746,172.0235191401055,3.7722825038813355,False,Winter,214
Santorini,Paris,France,Asia,30.1248597983529,1682.3972215197707,2.327399571602488,False,Fall,478
Disneyland,Paris,India,Europe,93.02962091989961,4605.755372481646,1.7430720671033488,False,Fall,800
Santorini,Paris,Peru,North America,35.21590655117337,962.7958218328708,4.572073226658352,True,Winter,528
Great Wall of China,Paris,India,Asia,33.47975703280556,1018.8467353705054,1.4675525227162027,True,Winter,565
Machu Picchu,Rome,Canada,Europe,36.305169575195194,1402.872389594458,4.345451838709515,True,Summer,306
Taj Mahal,Paris,France,North America,47.7776233860974,831.8386060147852,4.070180413971518,False,Spring,982
Statue of Liberty,Agra,Peru,Europe,43.805503784680454,1483.3168651227106,2.3314194367738708,False,Spring,286
Statue of Liberty,Anaheim,USA,North America,32.42096352129565,2602.2413725371753,3.2659432092746736,False,Summer,51
Eiffel Tower,Agra,Greece,Europe,8.077512086691803,3588.4911297448793,4.382394037893689,False,Spring,278
Great Wall of China,Beijing,France,Europe,36.029157296111606,2958.987636872107,1.6899676102117271,False,Winter,990
Santorini,New York,USA,Asia,38.544813602674644,3942.5422042271175,3.707079105430433,False,Spring,734
Louvre Museum,Cusco,China,Europe,76.29159474529955,2166.709398234252,3.4105704685181664,False,Winter,391
Great Wall of China,Paris,Peru,Asia,69.83640861051383,3374.8353139585693,2.9713457889314916,False,Fall,768
Machu Picchu,Rome,Greece,North America,18.125344516846113,2545.633648715918,4.010644956907969,True,Fall,423
Santorini,New York,Italy,Europe,59.952966841331005,440.2157010891998,3.7558071730851577,True,Summer,887
Niagara Falls,Anaheim,USA,Europe,77.80863609107676,4646.514652876409,3.368097375618139,True,Fall,375
Santorini,Cusco,USA,South America,36.097461146006765,1234.296275703839,2.1899557593316756,False,Fall,473
Statue of Liberty,Rome,India,Europe,97.07818871101759,757.3342210947326,2.7737906435833897,False,Fall,412
Santorini,Rome,France,Europe,43.97809521002277,3223.3800821169316,1.7764220171532359,False,Spring,558
Disneyland,Cusco,Italy,Asia,17.660781529252866,402.70778031247073,4.746359315365259,False,Winter,585
Colosseum,Paris,Canada,Europe,79.55822832205648,3406.0678070056792,1.506552216134084,True,Summer,554
Disneyland,Rome,Greece,South America,61.87859107461476,1301.0725427648972,1.8557838248286722,False,Summer,177
Disneyland,Ontario,India,Europe,36.77482921542018,641.7019210668668,2.758390132793615,False,Summer,573
Louvre Museum,New York,USA,Europe,79.17321771603788,3696.750219938878,2.6851209356378085,False,Summer,466
Colosseum,Ontario,USA,North America,45.600295777555566,2613.955177675673,2.530297531937399,True,Fall,149
Great Wall of China,Cusco,USA,Europe,91.46173382876191,3878.6081736757747,1.9721314401867032,True,Summer,111
Machu Picchu,Beijing,USA,North America,20.982506951317657,1496.3402416066024,4.249729658194641,False,Summer,750
Disneyland,Beijing,France,North America,46.875072677530476,1497.87500369175,4.628763368849575,True,Winter,987
Statue of Liberty,Santorini,France,Europe,53.61778442304477,3862.3138961205022,4.321245679877888,False,Fall,69
Niagara Falls,New York,USA,Europe,74.13278294051514,239.6977930548858,4.128415710387139,False,Fall,121
Niagara Falls,Anaheim,France,North America,98.40738426761531,1884.2008127392592,2.7868458938571115,False,Spring,867
Louvre Museum,Santorini,India,Europe,67.51712235629155,677.7391633672011,1.2617142792567875,True,Fall,150
Niagara Falls,New York,USA,Asia,71.60834166736414,2337.105997405863,3.8682572822759806,True,Summer,739
Statue of Liberty,Beijing,France,Europe,74.48061896717836,1638.911616064108,4.088002808496839,False,Winter,679
Great Wall of China,Paris,Italy,Europe,21.443722357662875,3381.699872337374,1.9259660166979131,True,Fall,707
Colosseum,Paris,China,North America,95.56958135836847,3861.6601067180145,2.865166704496685,False,Summer,712
Louvre Museum,Agra,Peru,Asia,71.88710545715995,2756.6402577282274,2.5334909232049068,True,Spring,233
Eiffel Tower,Santorini,France,North America,36.51352632253654,1581.1117184765658,1.3763950277269759,False,Spring,143
Louvre Museum,Cusco,Canada,Europe,26.81139632245767,1916.534545653787,2.536043801305485,True,Spring,396
Machu Picchu,Anaheim,Peru,Asia,50.445094943648705,3394.914057979878,3.2639237391183924,True,Spring,927
Eiffel Tower,Beijing,Italy,Asia,2.12218157478008,3241.882924301207,4.199426620278093,True,Fall,839
Niagara Falls,Paris,China,Asia,93.33688995155447,2141.6295944321114,2.5811596766928386,False,Summer,582
Colosseum,Anaheim,Greece,Europe,42.33555695544801,2157.8085096787822,3.4523060092554476,True,Fall,988
Niagara Falls,Santorini,USA,Europe,12.021008250738582,3785.719436678705,2.473538347132547,False,Winter,284
Louvre Museum,Ontario,Italy,Europe,25.93857828955164,4460.264330878214,3.208642744972849,True,Spring,21
Great Wall of China,Rome,India,Asia,36.30674030728921,2578.986979587349,2.875851733462335,True,Winter,760
Colosseum,Paris,Italy,Europe,11.276507100188171,3093.0928054388232,3.439660780448577,True,Winter,724
Eiffel Tower,Paris,Peru,North America,15.965113609098047,4550.385805340216,1.8916714368242955,True,Summer,951
Niagara Falls,Agra,France,North America,6.862560519697014,1486.9170798918187,3.0122673568875857,False,Fall,189
Eiffel Tower,Santorini,Italy,North America,10.760362817240143,4881.201563527901,3.2164146243581553,False,Winter,445
Machu Picchu,Agra,France,South America,89.67665415615171,3254.831309964014,4.0831636331596926,True,Winter,539
Taj Mahal,Anaheim,India,North America,26.411578161511454,2969.3094401302064,1.4238157146238075,True,Summer,710
Niagara Falls,Ontario,USA,Europe,1.6664077029670554,4708.388564349799,3.299236824030111,True,Spring,548
Louvre Museum,Santorini,Peru,Europe,61.22142753820263,691.6574185497975,2.4105595113191525,False,Summer,556
Niagara Falls,Anaheim,USA,North America,56.605105430179506,748.226245849738,1.1955495250739583,True,Winter,382
Louvre Museum,Santorini,France,Europe,7.285595660649315,1713.1801315616822,3.7249718171953243,True,Winter,924
Louvre Museum,Cusco,France,Europe,23.129328161759275,731.8243560602846,1.8237926376749103,True,Fall,885
Machu Picchu,New York,India,Asia,85.77819252921951,2604.544027260239,2.936976330308776,False,Winter,356
Colosseum,Paris,China,North America,89.0095353969883,2483.7292419689807,3.3632018622207815,True,Spring,122
Eiffel Tower,Rome,Peru,Asia,28.59478008444082,3153.546762908761,1.0730482167153084,False,Summer,219
Machu Picchu,Paris,Peru,Asia,24.862337567316636,3609.0904982983193,3.8899495534887847,False,Spring,549
Colosseum,Paris,France,Europe,87.0847078716437,4300.840730631116,1.3117507808481061,False,Summer,975
Disneyland,New York,China,South America,22.903056837332393,2678.120169233272,2.275930605850459,False,Winter,336
Santorini,Agra,USA,South America,16.197263253466847,3394.916926396683,1.324178079932052,False,Spring,364
Santorini,Cusco,Greece,North America,89.59043009373633,3762.7291993332883,2.252142631548999,True,Spring,780
Louvre Museum,Rome,China,North America,27.68757388312591,4764.0814801279375,3.1169088881728326,True,Spring,358
Disneyland,Anaheim,Canada,Asia,39.47651784369841,2815.1187224237356,4.633637589299509,False,Fall,167
Colosseum,Santorini,France,North America,75.72509491100176,4731.3953147205775,1.3385019998271956,True,Summer,738
Taj Mahal,Cusco,France,Europe,89.23206434709336,3276.6383271700383,4.17679463079704,True,Summer,516
Disneyland,Beijing,Canada,Asia,97.02856894502797,3324.981151941702,3.2772861456177536,True,Winter,770
Machu Picchu,Paris,Italy,Asia,14.412315181328216,3233.830491866506,2.7941341103571493,False,Spring,668
Eiffel Tower,Cusco,Peru,Europe,72.1999494559712,2406.229943609318,3.297102661574859,False,Summer,746
Taj Mahal,Anaheim,India,Europe,81.80644034518595,2675.879475810971,2.0916155339633775,True,Winter,823
Disneyland,Ontario,Peru,Europe,98.99677780080476,4055.2543242794713,3.2028222832504767,True,Spring,246
Eiffel Tower,New York,China,Asia,59.243933084253754,2024.6575677573653,3.661611370145443,True,Spring,563
Taj Mahal,Paris,France,North America,56.99618701471292,2842.1987596347494,3.487806713228091,True,Spring,813
Great Wall of China,Santorini,Italy,North America,93.70627202960188,1976.1256178044302,3.741424876822472,False,Winter,277
Santorini,Agra,Italy,North America,19.664825666726603,1372.4096551414837,4.131453710263328,True,Summer,817
Statue of Liberty,Rome,India,South America,42.306345150569655,3182.9909871697905,1.154949005124538,True,Spring,265
Statue of Liberty,Agra,Greece,Asia,62.14232930105796,2463.4366726227922,2.1911331370796168,True,Fall,136
Eiffel Tower,Ontario,USA,Europe,74.79130499635222,3299.7200240137445,1.1431651024703577,False,Spring,136
Colosseum,Cusco,USA,Europe,12.428656078523192,3779.460356190461,1.6178670179672916,True,Spring,806
Colosseum,Paris,USA,North America,81.0003426864807,3292.4804272519527,1.1986134886289936,True,Summer,831
Eiffel Tower,Beijing,Peru,North America,65.0051322795679,689.8088245769923,2.78451993717627,False,Spring,287
Great Wall of China,Paris,USA,Europe,83.29271512274465,86.90465414030258,3.770546730044272,True,Summer,999
Machu Picchu,Agra,China,Europe,84.07790816511347,1321.8316914542413,2.178376525511912,False,Spring,944
Niagara Falls,Paris,Greece,Europe,46.03120810016664,4708.782818437124,2.987470430916328,False,Winter,82
Disneyland,Ontario,USA,Europe,19.40855347580101,3673.5122204435575,2.1279952794372017,False,Summer,306
Machu Picchu,Santorini,USA,South America,40.7019507580907,1766.793611868981,4.983045665623651,False,Spring,833
Disneyland,Santorini,Canada,North America,73.93207287873136,3741.6101911518376,3.651330744363199,False,Summer,324
Louvre Museum,Cusco,USA,Asia,73.51515619512021,3807.821981983924,3.750909507069256,False,Spring,907
Statue of Liberty,Ontario,India,South America,98.90040075952189,3388.579810517949,1.4092319534057105,False,Fall,593
Great Wall of China,Rome,China,North America,53.12512417956331,4205.818531722048,2.3735586930402994,False,Fall,580
Santorini,Rome,Italy,Asia,32.151707265067486,1533.9937352657362,2.0377291480503734,True,Winter,554
Colosseum,Paris,Peru,Asia,22.135717499742803,1128.8436903456213,2.9778954675816185,True,Spring,606
Statue of Liberty,Paris,China,Europe,34.62936864725941,4380.467638443454,3.557194715143352,True,Summer,831
Eiffel Tower,Paris,Greece,North America,67.38732181965351,2219.034569826345,1.4934426618423937,True,Fall,210
Disneyland,Cusco,Canada,Europe,71.2829043376334,4329.934953363333,2.5214803002893857,False,Summer,823
Louvre Museum,Rome,India,North America,11.547428158119656,2312.2840545743397,2.07628588799262,False,Spring,749
Eiffel Tower,Rome,USA,Europe,13.96139586356089,2261.400307073784,4.458427216137166,True,Spring,535
Taj Mahal,Beijing,Italy,North America,59.07852183701801,3532.468730022022,2.0367542449650555,False,Summer,481
Great Wall of China,Beijing,Canada,Europe,68.02117576635335,3513.3758102702823,3.8959863980090645,False,Spring,491
Statue of Liberty,Agra,USA,Europe,43.92589336105712,2732.527008966502,2.413481250087972,True,Summer,915
Statue of Liberty,Paris,USA,Asia,9.179712586203514,1358.808000796458,1.9956707240383058,False,Winter,765
Colosseum,Agra,India,Europe,57.45059352870227,1777.3256054056676,2.20555603759958,True,Summer,202
Colosseum,Santorini,India,Europe,1.9564087355104836,3326.5969128271686,1.7370303136526473,False,Summer,161
Niagara Falls,Cusco,USA,Europe,56.024155007404374,372.85446818990533,1.6550225496360151,False,Fall,551
Colosseum,Santorini,China,Asia,27.387850138377637,3326.4976901474483,2.3010338155026626,False,Spring,987
Louvre Museum,Paris,Greece,North America,24.169184865137176,3977.827826597551,2.947976479259664,False,Summer,2
Niagara Falls,Agra,USA,Asia,64.891975575087,4394.126578549727,4.784921024401336,True,Spring,501
Eiffel Tower,Cusco,France,South America,14.713432088645249,4759.166737763616,3.947883302404321,False,Summer,153
Great Wall of China,Beijing,Canada,Europe,50.23760907004473,2034.3553802934407,4.278595673960537,False,Spring,677
Disneyland,Anaheim,Greece,Asia,32.58946261252166,4008.50857497556,4.823120770867643,False,Fall,27
Santorini,Paris,Greece,Europe,64.11284390167111,2114.031958791012,3.269666057242223,False,Summer,124
Eiffel Tower,Paris,Canada,Asia,19.311803038771203,3540.481116663183,2.0856979299753124,True,Winter,401
Niagara Falls,New York,France,Europe,42.57151219965792,1725.5829502864942,4.727063591986106,True,Fall,618
Colosseum,Anaheim,Greece,Europe,12.734647045749535,1444.5647098658642,1.6425722305451775,False,Spring,887
Santorini,Anaheim,France,North America,39.55267569266276,1285.8403859962882,4.768232445048673,True,Spring,519
Niagara Falls,Paris,Greece,Europe,77.63924943994628,336.94350140547783,4.966537629348003,False,Summer,78
Disneyland,Anaheim,France,Asia,8.220195544450899,1993.7802661587689,1.1632556029621486,False,Spring,616
Great Wall of China,New York,Peru,Europe,34.4831542625856,1602.5728978595382,4.695909805250777,True,Fall,596
Colosseum,Agra,Italy,South America,37.97028640651883,3612.1462306711014,1.9338685681735321,True,Fall,848
Taj Mahal,Cusco,Canada,Asia,56.68437104466227,1182.9681028026434,2.090256437030899,False,Spring,261
Great Wall of China,Rome,USA,Europe,29.314091553479166,642.1986554474986,4.086456861612339,False,Fall,500
Louvre Museum,Beijing,Greece,Asia,60.608888886824985,3256.8100315238034,3.758869176821697,False,Spring,613
Colosseum,Anaheim,Peru,North America,29.554721766921215,394.85060997816754,3.994857676795912,False,Spring,976
Niagara Falls,Anaheim,USA,South America,54.40085279569333,3544.2010950234335,1.222059849269245,False,Summer,887
Great Wall of China,Ontario,India,Europe,49.47700839099841,4893.972935558974,2.489909340810525,True,Winter,42
Statue of Liberty,New York,Italy,Europe,48.57631063851549,1002.6866746276454,1.318873163456244,True,Fall,626
Statue of Liberty,Ontario,Italy,Europe,9.968240194271225,3769.2724542155433,4.700002254998253,False,Summer,255
Machu Picchu,Anaheim,Canada,Europe,85.2126891014914,4883.995110241616,1.0162588757226754,False,Fall,925
Santorini,Paris,Peru,Europe,73.93870522839694,3180.6974065033787,2.2130633610640498,False,Spring,170
Colosseum,Anaheim,China,Europe,79.71384928763722,3121.836176984,4.167262173972702,False,Spring,44
